,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_bootstrap,param_ccp_alpha,param_max_depth,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
0,0.22485723495483398,0.010634886306719377,0.009439182281494141,0.0006044308876919671,True,0.0,,10,"{'bootstrap': True, 'ccp_alpha': 0.0, 'max_depth': None, 'n_estimators': 10}",0.7300982452495486,0.7477913731306389,0.7770002630688864,0.7582713083349035,0.7639513576545061,0.736013428357926,0.7487408138960698,0.7629773670538355,0.7794681820361578,0.7560341296400775,0.756034646842255,0.015163322993573734,30
1,1.0815102577209472,0.020927968296187094,0.03227651119232178,0.0011636826480617018,True,0.0,,50,"{'bootstrap': True, 'ccp_alpha': 0.0, 'max_depth': None, 'n_estimators': 50}",0.7715708052994102,0.8005001441931365,0.8170305786262793,0.819187708058539,0.8295388469287368,0.7910139302483798,0.7836010495638115,0.7791001687020394,0.8184883470004316,0.8006870754082649,0.8010718654029029,0.018591668963762478,27
2,2.122587251663208,0.028440130285442452,0.05951759815216064,0.0017815748468515535,True,0.0,,100,"{'bootstrap': True, 'ccp_alpha': 0.0, 'max_depth': None, 'n_estimators': 100}",0.784395825675611,0.7989082519672064,0.827590915354454,0.8105874316939892,0.8274188377509359,0.7942985244420651,0.7915202215315499,0.7957940192887643,0.828951469812497,0.8000255044864709,0.8059491002003544,0.015735949976712276,26
3,4.273326086997986,0.06275190469291567,0.11551358699798583,0.0032266168728977045,True,0.0,,200,"{'bootstrap': True, 'ccp_alpha': 0.0, 'max_depth': None, 'n_estimators': 200}",0.7750477442347338,0.8092909817492687,0.8346486777656683,0.8253273977765215,0.8436630741233156,0.7957590256633318,0.7944103949419545,0.7999481203905526,0.8327863496858965,0.8043489013749238,0.8115230667706168,0.020670482894685354,25
4,0.10419974327087403,0.008623211999448094,0.0072482585906982425,0.000418227809696372,True,0.0,5,10,"{'bootstrap': True, 'ccp_alpha': 0.0, 'max_depth': 5, 'n_estimators': 10}",0.8375856999025139,0.880981337288345,0.8748593834166385,0.88127944224609,0.8911526940932049,0.8631132822520383,0.836983569097898,0.8448277149084829,0.887020152975591,0.8716900200171576,0.866949329619796,0.01933955510421615,6
5,0.4921560764312744,0.024822810656050846,0.019947409629821777,0.0015744254833296861,True,0.0,5,50,"{'bootstrap': True, 'ccp_alpha': 0.0, 'max_depth': 5, 'n_estimators': 50}",0.8351535406645039,0.8837135912330571,0.8783005749934232,0.8806584071352301,0.8945267932071701,0.8651944546681388,0.8382993967912782,0.8461359021826759,0.8857148851484198,0.870761038419031,0.8678458584442929,0.019962598268482113,3
6,0.9298744440078736,0.03850367144010713,0.03448333740234375,0.0012219571363066115,True,0.0,5,100,"{'bootstrap': True, 'ccp_alpha': 0.0, 'max_depth': 5, 'n_estimators': 100}",0.8374298818979431,0.882950603551271,0.87784959975948,0.8814458890773192,0.8931312645564011,0.8645464583263627,0.8400528654834868,0.8457010838732795,0.8865211240588885,0.8725904056759075,0.868221917626034,0.01929057282346788,2
7,1.8419258356094361,0.06524206242705191,0.06389684677124023,0.002142030850597465,True,0.0,5,200,"{'bootstrap': True, 'ccp_alpha': 0.0, 'max_depth': 5, 'n_estimators': 200}",0.8390749604461989,0.8838305936637416,0.8783932754581782,0.881556591922618,0.8948929623238695,0.8655636229798909,0.8374425112072887,0.8457393404198144,0.8853612190092554,0.8724613375170995,0.8684316414947956,0.019639204984338597,1
8,0.14501564502716063,0.0023514118298372344,0.0075940370559692385,0.00015907862371871207,True,0.0,10,10,"{'bootstrap': True, 'ccp_alpha': 0.0, 'max_depth': 10, 'n_estimators': 10}",0.8232963898166941,0.8815366868537058,0.8731519410725694,0.8699186608881351,0.8833209181572735,0.8560210124803427,0.8415846089793863,0.8490947194768743,0.8753694012851868,0.8644081026980655,0.8617702441708234,0.018232934007014014,15
9,0.7110825061798096,0.012297250425832306,0.023690199851989745,0.0009252740954038369,True,0.0,10,50,"{'bootstrap': True, 'ccp_alpha': 0.0, 'max_depth': 10, 'n_estimators': 50}",0.8328682099308009,0.8790211345939933,0.8762160672454182,0.8763543433201431,0.8895599370126256,0.863559964756137,0.8411353491929783,0.8410571123585442,0.8780885843763488,0.8686302545038606,0.8646490957290849,0.018479912094016254,11
10,1.4376482963562012,0.05386609437893751,0.04406290054321289,0.00143313596221135,True,0.0,10,100,"{'bootstrap': True, 'ccp_alpha': 0.0, 'max_depth': 10, 'n_estimators': 100}",0.8334295542806003,0.8808322003872616,0.8771781477444975,0.8760764085170528,0.8917074481627112,0.8608341419346204,0.8426912984963353,0.8447400047774029,0.879608899199156,0.8670095603181105,0.8654107663817749,0.01836546876181152,10
11,2.790924096107483,0.017421271417407947,0.08241524696350097,0.0024114739222235145,True,0.0,10,200,"{'bootstrap': True, 'ccp_alpha': 0.0, 'max_depth': 10, 'n_estimators': 200}",0.8312800648842152,0.879465249454126,0.8786124995302341,0.8746969411469129,0.8912674166061624,0.8633246338987967,0.8429178648541359,0.8443117180735124,0.8832392221742675,0.8684115342107908,0.8657527144833155,0.01890148143853995,9
12,0.18757338523864747,0.0030025321787726985,0.008369088172912598,0.00024016421346648682,True,0.0,15,10,"{'bootstrap': True, 'ccp_alpha': 0.0, 'max_depth': 15, 'n_estimators': 10}",0.7975384750611286,0.8317035389115479,0.808720107231889,0.8192850637522768,0.8553710566100596,0.8029806716409587,0.8211161781934722,0.8156575647188797,0.8423076116146357,0.8233273307622749,0.8218007598497123,0.01675226888321374,23
13,0.9185478448867798,0.005653462571924925,0.02813146114349365,0.0007507205057730983,True,0.0,15,50,"{'bootstrap': True, 'ccp_alpha': 0.0, 'max_depth': 15, 'n_estimators': 50}",0.8016097198472185,0.8591677996127385,0.8625026620065892,0.8482114816908486,0.8678671670454081,0.8425485997256332,0.8308062470347886,0.8252636902451405,0.8583477197525535,0.8453214724590189,0.8441646559419939,0.01921272483985096,19
14,1.8518678665161132,0.018571908479396847,0.05267956256866455,0.0017168051674224067,True,0.0,15,100,"{'bootstrap': True, 'ccp_alpha': 0.0, 'max_depth': 15, 'n_estimators': 100}",0.8105982212775479,0.8606047872121287,0.8689941999574079,0.8560046479492495,0.8727719473596535,0.8479310960172204,0.8282249397275394,0.8242634215162283,0.86587361530715,0.8521203502616141,0.8487387226585741,0.019904077778979908,18
15,3.6759873151779177,0.029699959272610894,0.10152056217193603,0.0029829125452707295,True,0.0,15,200,"{'bootstrap': True, 'ccp_alpha': 0.0, 'max_depth': 15, 'n_estimators': 200}",0.8120035798187717,0.8598475672557986,0.8678529820737344,0.8563014257898374,0.8710856835733076,0.8482668049653697,0.8297547467588424,0.8276094697082799,0.8640640735146022,0.8511249024260177,0.8487911235884562,0.018553720255487648,17
16,0.3099329948425293,0.006160941658266098,0.005778789520263672,0.0001257641620438866,True,0.25,,10,"{'bootstrap': True, 'ccp_alpha': 0.25, 'max_depth': None, 'n_estimators': 10}",0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,33
17,1.5620524168014527,0.03517270415009033,0.015853214263916015,0.0007298212101058439,True,0.25,,50,"{'bootstrap': True, 'ccp_alpha': 0.25, 'max_depth': None, 'n_estimators': 50}",0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,33
18,3.0763024568557737,0.04694690902811316,0.027727603912353516,0.0006348320337807723,True,0.25,,100,"{'bootstrap': True, 'ccp_alpha': 0.25, 'max_depth': None, 'n_estimators': 100}",0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,33
19,6.1353528022766115,0.09785419611081787,0.05184967517852783,0.0011402289319997,True,0.25,,200,"{'bootstrap': True, 'ccp_alpha': 0.25, 'max_depth': None, 'n_estimators': 200}",0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,33
20,0.09525477886199951,0.003185088668909279,0.0057108402252197266,0.00011396507837345746,True,0.25,5,10,"{'bootstrap': True, 'ccp_alpha': 0.25, 'max_depth': 5, 'n_estimators': 10}",0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,33
21,0.4578711986541748,0.006152184652361864,0.015504074096679688,0.00035010840550106005,True,0.25,5,50,"{'bootstrap': True, 'ccp_alpha': 0.25, 'max_depth': 5, 'n_estimators': 50}",0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,33
22,0.920845365524292,0.023363750538845495,0.027884554862976075,0.0005889598818147872,True,0.25,5,100,"{'bootstrap': True, 'ccp_alpha': 0.25, 'max_depth': 5, 'n_estimators': 100}",0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,33
23,1.81635422706604,0.019646368003433994,0.05201964378356934,0.0012725991819017676,True,0.25,5,200,"{'bootstrap': True, 'ccp_alpha': 0.25, 'max_depth': 5, 'n_estimators': 200}",0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,33
24,0.15073778629302978,0.0025603292157948556,0.005780029296875,9.129076970357098e-05,True,0.25,10,10,"{'bootstrap': True, 'ccp_alpha': 0.25, 'max_depth': 10, 'n_estimators': 10}",0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,33
25,0.7413744926452637,0.010855969376048076,0.015590047836303711,0.0003282734187029327,True,0.25,10,50,"{'bootstrap': True, 'ccp_alpha': 0.25, 'max_depth': 10, 'n_estimators': 50}",0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,33
26,1.4880631923675538,0.015184443758583273,0.02792794704437256,0.0006883177663863344,True,0.25,10,100,"{'bootstrap': True, 'ccp_alpha': 0.25, 'max_depth': 10, 'n_estimators': 100}",0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,33
27,2.9627389907836914,0.0321426145390993,0.052416443824768066,0.001107405944041578,True,0.25,10,200,"{'bootstrap': True, 'ccp_alpha': 0.25, 'max_depth': 10, 'n_estimators': 200}",0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,33
28,0.23329370021820067,0.004305417794331822,0.00576629638671875,0.00011802929517595642,True,0.25,15,10,"{'bootstrap': True, 'ccp_alpha': 0.25, 'max_depth': 15, 'n_estimators': 10}",0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,33
29,1.1423969984054565,0.01120799663331359,0.01562035083770752,0.00026449994802277515,True,0.25,15,50,"{'bootstrap': True, 'ccp_alpha': 0.25, 'max_depth': 15, 'n_estimators': 50}",0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,33
30,2.2863897323608398,0.030443991760517226,0.027799820899963378,0.0005781366641162908,True,0.25,15,100,"{'bootstrap': True, 'ccp_alpha': 0.25, 'max_depth': 15, 'n_estimators': 100}",0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,33
31,4.569374465942383,0.0550848252931866,0.052409815788269046,0.0010306399197968223,True,0.25,15,200,"{'bootstrap': True, 'ccp_alpha': 0.25, 'max_depth': 15, 'n_estimators': 200}",0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,33
32,0.31086933612823486,0.0063823018137244645,0.005792403221130371,8.2011725209426e-05,True,0.5,,10,"{'bootstrap': True, 'ccp_alpha': 0.5, 'max_depth': None, 'n_estimators': 10}",0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,33
33,1.5394484519958496,0.02296033168178556,0.015611815452575683,0.00032696107197514114,True,0.5,,50,"{'bootstrap': True, 'ccp_alpha': 0.5, 'max_depth': None, 'n_estimators': 50}",0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,33
34,3.181157088279724,0.10614263552058517,0.028433704376220705,0.00139389025607132,True,0.5,,100,"{'bootstrap': True, 'ccp_alpha': 0.5, 'max_depth': None, 'n_estimators': 100}",0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,33
35,6.595948266983032,0.4592084176985082,0.05423197746276855,0.002697034133871875,True,0.5,,200,"{'bootstrap': True, 'ccp_alpha': 0.5, 'max_depth': None, 'n_estimators': 200}",0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,33
36,0.09522993564605713,0.004821085389861826,0.0059109687805175785,0.00028790381994779493,True,0.5,5,10,"{'bootstrap': True, 'ccp_alpha': 0.5, 'max_depth': 5, 'n_estimators': 10}",0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,33
37,0.45933411121368406,0.009851895573310952,0.015615892410278321,0.00029643015991416674,True,0.5,5,50,"{'bootstrap': True, 'ccp_alpha': 0.5, 'max_depth': 5, 'n_estimators': 50}",0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,33
38,0.9179598331451416,0.009764121807788406,0.02843618392944336,0.001035534676209594,True,0.5,5,100,"{'bootstrap': True, 'ccp_alpha': 0.5, 'max_depth': 5, 'n_estimators': 100}",0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,33
39,1.8328966617584228,0.02248405981435442,0.052879738807678225,0.0013107816271968505,True,0.5,5,200,"{'bootstrap': True, 'ccp_alpha': 0.5, 'max_depth': 5, 'n_estimators': 200}",0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,33
40,0.15571269989013672,0.0033688110371028557,0.005861926078796387,0.0002138158248226105,True,0.5,10,10,"{'bootstrap': True, 'ccp_alpha': 0.5, 'max_depth': 10, 'n_estimators': 10}",0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,33
41,0.793648076057434,0.04397423513092638,0.016298484802246094,0.0007535729849617548,True,0.5,10,50,"{'bootstrap': True, 'ccp_alpha': 0.5, 'max_depth': 10, 'n_estimators': 50}",0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,33
42,1.6401557207107544,0.21460864182650483,0.032083535194396974,0.005621150318168371,True,0.5,10,100,"{'bootstrap': True, 'ccp_alpha': 0.5, 'max_depth': 10, 'n_estimators': 100}",0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,33
43,3.1006786108016966,0.11299525086608288,0.055767273902893065,0.003926116364448334,True,0.5,10,200,"{'bootstrap': True, 'ccp_alpha': 0.5, 'max_depth': 10, 'n_estimators': 200}",0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,33
44,0.2407773494720459,0.007196479054711246,0.006004738807678223,0.00030191794930765393,True,0.5,15,10,"{'bootstrap': True, 'ccp_alpha': 0.5, 'max_depth': 15, 'n_estimators': 10}",0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,33
45,1.1711525440216064,0.022946284164530616,0.016447162628173827,0.0007353192643871112,True,0.5,15,50,"{'bootstrap': True, 'ccp_alpha': 0.5, 'max_depth': 15, 'n_estimators': 50}",0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,33
46,2.3854496717453,0.03306823946852456,0.029147839546203612,0.001463615450937105,True,0.5,15,100,"{'bootstrap': True, 'ccp_alpha': 0.5, 'max_depth': 15, 'n_estimators': 100}",0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,33
47,4.818829536437988,0.10782701726803243,0.05567255020141602,0.0035365217557948685,True,0.5,15,200,"{'bootstrap': True, 'ccp_alpha': 0.5, 'max_depth': 15, 'n_estimators': 200}",0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,33
48,0.3178559303283691,0.005090816951837191,0.005983090400695801,0.0002274291172122809,True,0.75,,10,"{'bootstrap': True, 'ccp_alpha': 0.75, 'max_depth': None, 'n_estimators': 10}",0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,33
49,1.627931809425354,0.08680563762709989,0.016369271278381347,0.0007226172941966128,True,0.75,,50,"{'bootstrap': True, 'ccp_alpha': 0.75, 'max_depth': None, 'n_estimators': 50}",0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,33
50,3.1494203329086305,0.0981587759907562,0.02838907241821289,0.0008144553928588807,True,0.75,,100,"{'bootstrap': True, 'ccp_alpha': 0.75, 'max_depth': None, 'n_estimators': 100}",0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,33
51,6.213219022750854,0.09112911194068826,0.0529803991317749,0.001890582653291045,True,0.75,,200,"{'bootstrap': True, 'ccp_alpha': 0.75, 'max_depth': None, 'n_estimators': 200}",0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,33
52,0.09506039619445801,0.0029049031994897436,0.005815982818603516,0.0002293654637114646,True,0.75,5,10,"{'bootstrap': True, 'ccp_alpha': 0.75, 'max_depth': 5, 'n_estimators': 10}",0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,33
53,0.4599417209625244,0.007683908576937938,0.01583883762359619,0.0006317257056712124,True,0.75,5,50,"{'bootstrap': True, 'ccp_alpha': 0.75, 'max_depth': 5, 'n_estimators': 50}",0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,33
54,0.9173521280288697,0.016306251510074518,0.028235793113708496,0.0005367302251684661,True,0.75,5,100,"{'bootstrap': True, 'ccp_alpha': 0.75, 'max_depth': 5, 'n_estimators': 100}",0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,33
55,1.8156433582305909,0.02021635778889605,0.05248327255249023,0.0011166617774334326,True,0.75,5,200,"{'bootstrap': True, 'ccp_alpha': 0.75, 'max_depth': 5, 'n_estimators': 200}",0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,33
56,0.15413954257965087,0.0028963658818383464,0.005812549591064453,0.0001357645997164755,True,0.75,10,10,"{'bootstrap': True, 'ccp_alpha': 0.75, 'max_depth': 10, 'n_estimators': 10}",0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,33
57,0.7516047716140747,0.008460336118649754,0.015720510482788087,0.0004872201028403822,True,0.75,10,50,"{'bootstrap': True, 'ccp_alpha': 0.75, 'max_depth': 10, 'n_estimators': 50}",0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,33
58,1.4946887731552123,0.013503697410907022,0.028084564208984374,0.0007971806893434842,True,0.75,10,100,"{'bootstrap': True, 'ccp_alpha': 0.75, 'max_depth': 10, 'n_estimators': 100}",0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,33
59,3.138382172584534,0.2450701858456435,0.05675985813140869,0.009022078882974535,True,0.75,10,200,"{'bootstrap': True, 'ccp_alpha': 0.75, 'max_depth': 10, 'n_estimators': 200}",0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,33
60,0.25034911632537843,0.010468582472004065,0.006181597709655762,0.000374125082849565,True,0.75,15,10,"{'bootstrap': True, 'ccp_alpha': 0.75, 'max_depth': 15, 'n_estimators': 10}",0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,33
61,1.2856625080108643,0.06319461407629282,0.017951560020446778,0.002405046638621,True,0.75,15,50,"{'bootstrap': True, 'ccp_alpha': 0.75, 'max_depth': 15, 'n_estimators': 50}",0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,33
62,2.5447659492492676,0.13079706545227945,0.030324125289916994,0.0021821567833586854,True,0.75,15,100,"{'bootstrap': True, 'ccp_alpha': 0.75, 'max_depth': 15, 'n_estimators': 100}",0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,33
