,params,mean roc auc,+/- std
0,"{'bootstrap': True, 'ccp_alpha': 0.0, 'max_depth': None, 'n_estimators': 10}",0.7414308157194409,0.02486532271988599
1,"{'bootstrap': True, 'ccp_alpha': 0.0, 'max_depth': None, 'n_estimators': 50}",0.7866577163958017,0.04064803697317186
2,"{'bootstrap': True, 'ccp_alpha': 0.0, 'max_depth': None, 'n_estimators': 100}",0.7987397546146049,0.03943516422847339
3,"{'bootstrap': True, 'ccp_alpha': 0.0, 'max_depth': None, 'n_estimators': 200}",0.8039852532190489,0.04153779115612758
4,"{'bootstrap': True, 'ccp_alpha': 0.0, 'max_depth': 5, 'n_estimators': 10}",0.8543656933596905,0.047548199570700535
5,"{'bootstrap': True, 'ccp_alpha': 0.0, 'max_depth': 5, 'n_estimators': 50}",0.8570840807531802,0.049857698580274966
6,"{'bootstrap': True, 'ccp_alpha': 0.0, 'max_depth': 5, 'n_estimators': 100}",0.8572982783189612,0.04844241950199343
7,"{'bootstrap': True, 'ccp_alpha': 0.0, 'max_depth': 5, 'n_estimators': 200}",0.8573881645076691,0.04955608844833864
8,"{'bootstrap': True, 'ccp_alpha': 0.0, 'max_depth': 10, 'n_estimators': 10}",0.8385720800087176,0.060663098297005426
9,"{'bootstrap': True, 'ccp_alpha': 0.0, 'max_depth': 10, 'n_estimators': 50}",0.8502486429407551,0.0478635137499188
10,"{'bootstrap': True, 'ccp_alpha': 0.0, 'max_depth': 10, 'n_estimators': 100}",0.8507041361948545,0.0482951135431962
11,"{'bootstrap': True, 'ccp_alpha': 0.0, 'max_depth': 10, 'n_estimators': 200}",0.8517993332097316,0.04782199956494166
12,"{'bootstrap': True, 'ccp_alpha': 0.0, 'max_depth': 15, 'n_estimators': 10}",0.8002398509729005,0.047617709498257714
13,"{'bootstrap': True, 'ccp_alpha': 0.0, 'max_depth': 15, 'n_estimators': 50}",0.8257300777570518,0.04618435210561846
14,"{'bootstrap': True, 'ccp_alpha': 0.0, 'max_depth': 15, 'n_estimators': 100}",0.8294233416082385,0.042594094906696266
15,"{'bootstrap': True, 'ccp_alpha': 0.0, 'max_depth': 15, 'n_estimators': 200}",0.8300563518442869,0.04296174993113407
16,"{'bootstrap': True, 'ccp_alpha': 0.25, 'max_depth': None, 'n_estimators': 10}",0.5,0.0
17,"{'bootstrap': True, 'ccp_alpha': 0.25, 'max_depth': None, 'n_estimators': 50}",0.5,0.0
18,"{'bootstrap': True, 'ccp_alpha': 0.25, 'max_depth': None, 'n_estimators': 100}",0.5,0.0
19,"{'bootstrap': True, 'ccp_alpha': 0.25, 'max_depth': None, 'n_estimators': 200}",0.5,0.0
20,"{'bootstrap': True, 'ccp_alpha': 0.25, 'max_depth': 5, 'n_estimators': 10}",0.5,0.0
21,"{'bootstrap': True, 'ccp_alpha': 0.25, 'max_depth': 5, 'n_estimators': 50}",0.5,0.0
22,"{'bootstrap': True, 'ccp_alpha': 0.25, 'max_depth': 5, 'n_estimators': 100}",0.5,0.0
23,"{'bootstrap': True, 'ccp_alpha': 0.25, 'max_depth': 5, 'n_estimators': 200}",0.5,0.0
24,"{'bootstrap': True, 'ccp_alpha': 0.25, 'max_depth': 10, 'n_estimators': 10}",0.5,0.0
25,"{'bootstrap': True, 'ccp_alpha': 0.25, 'max_depth': 10, 'n_estimators': 50}",0.5,0.0
26,"{'bootstrap': True, 'ccp_alpha': 0.25, 'max_depth': 10, 'n_estimators': 100}",0.5,0.0
27,"{'bootstrap': True, 'ccp_alpha': 0.25, 'max_depth': 10, 'n_estimators': 200}",0.5,0.0
28,"{'bootstrap': True, 'ccp_alpha': 0.25, 'max_depth': 15, 'n_estimators': 10}",0.5,0.0
29,"{'bootstrap': True, 'ccp_alpha': 0.25, 'max_depth': 15, 'n_estimators': 50}",0.5,0.0
30,"{'bootstrap': True, 'ccp_alpha': 0.25, 'max_depth': 15, 'n_estimators': 100}",0.5,0.0
31,"{'bootstrap': True, 'ccp_alpha': 0.25, 'max_depth': 15, 'n_estimators': 200}",0.5,0.0
32,"{'bootstrap': True, 'ccp_alpha': 0.5, 'max_depth': None, 'n_estimators': 10}",0.5,0.0
33,"{'bootstrap': True, 'ccp_alpha': 0.5, 'max_depth': None, 'n_estimators': 50}",0.5,0.0
34,"{'bootstrap': True, 'ccp_alpha': 0.5, 'max_depth': None, 'n_estimators': 100}",0.5,0.0
35,"{'bootstrap': True, 'ccp_alpha': 0.5, 'max_depth': None, 'n_estimators': 200}",0.5,0.0
36,"{'bootstrap': True, 'ccp_alpha': 0.5, 'max_depth': 5, 'n_estimators': 10}",0.5,0.0
37,"{'bootstrap': True, 'ccp_alpha': 0.5, 'max_depth': 5, 'n_estimators': 50}",0.5,0.0
38,"{'bootstrap': True, 'ccp_alpha': 0.5, 'max_depth': 5, 'n_estimators': 100}",0.5,0.0
39,"{'bootstrap': True, 'ccp_alpha': 0.5, 'max_depth': 5, 'n_estimators': 200}",0.5,0.0
40,"{'bootstrap': True, 'ccp_alpha': 0.5, 'max_depth': 10, 'n_estimators': 10}",0.5,0.0
41,"{'bootstrap': True, 'ccp_alpha': 0.5, 'max_depth': 10, 'n_estimators': 50}",0.5,0.0
42,"{'bootstrap': True, 'ccp_alpha': 0.5, 'max_depth': 10, 'n_estimators': 100}",0.5,0.0
43,"{'bootstrap': True, 'ccp_alpha': 0.5, 'max_depth': 10, 'n_estimators': 200}",0.5,0.0
44,"{'bootstrap': True, 'ccp_alpha': 0.5, 'max_depth': 15, 'n_estimators': 10}",0.5,0.0
45,"{'bootstrap': True, 'ccp_alpha': 0.5, 'max_depth': 15, 'n_estimators': 50}",0.5,0.0
46,"{'bootstrap': True, 'ccp_alpha': 0.5, 'max_depth': 15, 'n_estimators': 100}",0.5,0.0
47,"{'bootstrap': True, 'ccp_alpha': 0.5, 'max_depth': 15, 'n_estimators': 200}",0.5,0.0
48,"{'bootstrap': True, 'ccp_alpha': 0.75, 'max_depth': None, 'n_estimators': 10}",0.5,0.0
49,"{'bootstrap': True, 'ccp_alpha': 0.75, 'max_depth': None, 'n_estimators': 50}",0.5,0.0
50,"{'bootstrap': True, 'ccp_alpha': 0.75, 'max_depth': None, 'n_estimators': 100}",0.5,0.0
51,"{'bootstrap': True, 'ccp_alpha': 0.75, 'max_depth': None, 'n_estimators': 200}",0.5,0.0
52,"{'bootstrap': True, 'ccp_alpha': 0.75, 'max_depth': 5, 'n_estimators': 10}",0.5,0.0
53,"{'bootstrap': True, 'ccp_alpha': 0.75, 'max_depth': 5, 'n_estimators': 50}",0.5,0.0
54,"{'bootstrap': True, 'ccp_alpha': 0.75, 'max_depth': 5, 'n_estimators': 100}",0.5,0.0
55,"{'bootstrap': True, 'ccp_alpha': 0.75, 'max_depth': 5, 'n_estimators': 200}",0.5,0.0
56,"{'bootstrap': True, 'ccp_alpha': 0.75, 'max_depth': 10, 'n_estimators': 10}",0.5,0.0
57,"{'bootstrap': True, 'ccp_alpha': 0.75, 'max_depth': 10, 'n_estimators': 50}",0.5,0.0
58,"{'bootstrap': True, 'ccp_alpha': 0.75, 'max_depth': 10, 'n_estimators': 100}",0.5,0.0
59,"{'bootstrap': True, 'ccp_alpha': 0.75, 'max_depth': 10, 'n_estimators': 200}",0.5,0.0
60,"{'bootstrap': True, 'ccp_alpha': 0.75, 'max_depth': 15, 'n_estimators': 10}",0.5,0.0
61,"{'bootstrap': True, 'ccp_alpha': 0.75, 'max_depth': 15, 'n_estimators': 50}",0.5,0.0
62,"{'bootstrap': True, 'ccp_alpha': 0.75, 'max_depth': 15, 'n_estimators': 100}",0.5,0.0
63,"{'bootstrap': True, 'ccp_alpha': 0.75, 'max_depth': 15, 'n_estimators': 200}",0.5,0.0
64,"{'bootstrap': False, 'ccp_alpha': 0.0, 'max_depth': None, 'n_estimators': 10}",0.6994812776054893,0.03208673827730501
65,"{'bootstrap': False, 'ccp_alpha': 0.0, 'max_depth': None, 'n_estimators': 50}",0.7441280909594036,0.02397057672611004
66,"{'bootstrap': False, 'ccp_alpha': 0.0, 'max_depth': None, 'n_estimators': 100}",0.7517084491760915,0.028769783752310648
67,"{'bootstrap': False, 'ccp_alpha': 0.0, 'max_depth': None, 'n_estimators': 200}",0.7584868026980981,0.027345916370515238
68,"{'bootstrap': False, 'ccp_alpha': 0.0, 'max_depth': 5, 'n_estimators': 10}",0.8555203622532964,0.04772369706523602
69,"{'bootstrap': False, 'ccp_alpha': 0.0, 'max_depth': 5, 'n_estimators': 50}",0.8571715010987573,0.05051308718319692
70,"{'bootstrap': False, 'ccp_alpha': 0.0, 'max_depth': 5, 'n_estimators': 100}",0.8567892702527107,0.048769993210879464
71,"{'bootstrap': False, 'ccp_alpha': 0.0, 'max_depth': 5, 'n_estimators': 200}",0.8570955769223184,0.04931795862401427
72,"{'bootstrap': False, 'ccp_alpha': 0.0, 'max_depth': 10, 'n_estimators': 10}",0.8457999830909602,0.04564122906721728
73,"{'bootstrap': False, 'ccp_alpha': 0.0, 'max_depth': 10, 'n_estimators': 50}",0.8495150873843386,0.04891214798506905
74,"{'bootstrap': False, 'ccp_alpha': 0.0, 'max_depth': 10, 'n_estimators': 100}",0.8500305384376453,0.04819356649940187
75,"{'bootstrap': False, 'ccp_alpha': 0.0, 'max_depth': 10, 'n_estimators': 200}",0.8502523645990102,0.04867648757121264
76,"{'bootstrap': False, 'ccp_alpha': 0.0, 'max_depth': 15, 'n_estimators': 10}",0.7928977684035055,0.040255133416605395
77,"{'bootstrap': False, 'ccp_alpha': 0.0, 'max_depth': 15, 'n_estimators': 50}",0.8131518954891357,0.04480988391580368
78,"{'bootstrap': False, 'ccp_alpha': 0.0, 'max_depth': 15, 'n_estimators': 100}",0.8168269877595687,0.042466061427829
79,"{'bootstrap': False, 'ccp_alpha': 0.0, 'max_depth': 15, 'n_estimators': 200}",0.8190082418372542,0.041391760931967204
80,"{'bootstrap': False, 'ccp_alpha': 0.25, 'max_depth': None, 'n_estimators': 10}",0.5,0.0
81,"{'bootstrap': False, 'ccp_alpha': 0.25, 'max_depth': None, 'n_estimators': 50}",0.5,0.0
82,"{'bootstrap': False, 'ccp_alpha': 0.25, 'max_depth': None, 'n_estimators': 100}",0.5,0.0
83,"{'bootstrap': False, 'ccp_alpha': 0.25, 'max_depth': None, 'n_estimators': 200}",0.5,0.0
84,"{'bootstrap': False, 'ccp_alpha': 0.25, 'max_depth': 5, 'n_estimators': 10}",0.5,0.0
85,"{'bootstrap': False, 'ccp_alpha': 0.25, 'max_depth': 5, 'n_estimators': 50}",0.5,0.0
86,"{'bootstrap': False, 'ccp_alpha': 0.25, 'max_depth': 5, 'n_estimators': 100}",0.5,0.0
87,"{'bootstrap': False, 'ccp_alpha': 0.25, 'max_depth': 5, 'n_estimators': 200}",0.5,0.0
88,"{'bootstrap': False, 'ccp_alpha': 0.25, 'max_depth': 10, 'n_estimators': 10}",0.5,0.0
89,"{'bootstrap': False, 'ccp_alpha': 0.25, 'max_depth': 10, 'n_estimators': 50}",0.5,0.0
90,"{'bootstrap': False, 'ccp_alpha': 0.25, 'max_depth': 10, 'n_estimators': 100}",0.5,0.0
91,"{'bootstrap': False, 'ccp_alpha': 0.25, 'max_depth': 10, 'n_estimators': 200}",0.5,0.0
92,"{'bootstrap': False, 'ccp_alpha': 0.25, 'max_depth': 15, 'n_estimators': 10}",0.5,0.0
93,"{'bootstrap': False, 'ccp_alpha': 0.25, 'max_depth': 15, 'n_estimators': 50}",0.5,0.0
94,"{'bootstrap': False, 'ccp_alpha': 0.25, 'max_depth': 15, 'n_estimators': 100}",0.5,0.0
95,"{'bootstrap': False, 'ccp_alpha': 0.25, 'max_depth': 15, 'n_estimators': 200}",0.5,0.0
96,"{'bootstrap': False, 'ccp_alpha': 0.5, 'max_depth': None, 'n_estimators': 10}",0.5,0.0
97,"{'bootstrap': False, 'ccp_alpha': 0.5, 'max_depth': None, 'n_estimators': 50}",0.5,0.0
98,"{'bootstrap': False, 'ccp_alpha': 0.5, 'max_depth': None, 'n_estimators': 100}",0.5,0.0
99,"{'bootstrap': False, 'ccp_alpha': 0.5, 'max_depth': None, 'n_estimators': 200}",0.5,0.0
100,"{'bootstrap': False, 'ccp_alpha': 0.5, 'max_depth': 5, 'n_estimators': 10}",0.5,0.0
101,"{'bootstrap': False, 'ccp_alpha': 0.5, 'max_depth': 5, 'n_estimators': 50}",0.5,0.0
102,"{'bootstrap': False, 'ccp_alpha': 0.5, 'max_depth': 5, 'n_estimators': 100}",0.5,0.0
103,"{'bootstrap': False, 'ccp_alpha': 0.5, 'max_depth': 5, 'n_estimators': 200}",0.5,0.0
104,"{'bootstrap': False, 'ccp_alpha': 0.5, 'max_depth': 10, 'n_estimators': 10}",0.5,0.0
105,"{'bootstrap': False, 'ccp_alpha': 0.5, 'max_depth': 10, 'n_estimators': 50}",0.5,0.0
106,"{'bootstrap': False, 'ccp_alpha': 0.5, 'max_depth': 10, 'n_estimators': 100}",0.5,0.0
107,"{'bootstrap': False, 'ccp_alpha': 0.5, 'max_depth': 10, 'n_estimators': 200}",0.5,0.0
108,"{'bootstrap': False, 'ccp_alpha': 0.5, 'max_depth': 15, 'n_estimators': 10}",0.5,0.0
109,"{'bootstrap': False, 'ccp_alpha': 0.5, 'max_depth': 15, 'n_estimators': 50}",0.5,0.0
110,"{'bootstrap': False, 'ccp_alpha': 0.5, 'max_depth': 15, 'n_estimators': 100}",0.5,0.0
111,"{'bootstrap': False, 'ccp_alpha': 0.5, 'max_depth': 15, 'n_estimators': 200}",0.5,0.0
112,"{'bootstrap': False, 'ccp_alpha': 0.75, 'max_depth': None, 'n_estimators': 10}",0.5,0.0
113,"{'bootstrap': False, 'ccp_alpha': 0.75, 'max_depth': None, 'n_estimators': 50}",0.5,0.0
114,"{'bootstrap': False, 'ccp_alpha': 0.75, 'max_depth': None, 'n_estimators': 100}",0.5,0.0
115,"{'bootstrap': False, 'ccp_alpha': 0.75, 'max_depth': None, 'n_estimators': 200}",0.5,0.0
116,"{'bootstrap': False, 'ccp_alpha': 0.75, 'max_depth': 5, 'n_estimators': 10}",0.5,0.0
117,"{'bootstrap': False, 'ccp_alpha': 0.75, 'max_depth': 5, 'n_estimators': 50}",0.5,0.0
118,"{'bootstrap': False, 'ccp_alpha': 0.75, 'max_depth': 5, 'n_estimators': 100}",0.5,0.0
119,"{'bootstrap': False, 'ccp_alpha': 0.75, 'max_depth': 5, 'n_estimators': 200}",0.5,0.0
120,"{'bootstrap': False, 'ccp_alpha': 0.75, 'max_depth': 10, 'n_estimators': 10}",0.5,0.0
121,"{'bootstrap': False, 'ccp_alpha': 0.75, 'max_depth': 10, 'n_estimators': 50}",0.5,0.0
122,"{'bootstrap': False, 'ccp_alpha': 0.75, 'max_depth': 10, 'n_estimators': 100}",0.5,0.0
123,"{'bootstrap': False, 'ccp_alpha': 0.75, 'max_depth': 10, 'n_estimators': 200}",0.5,0.0
124,"{'bootstrap': False, 'ccp_alpha': 0.75, 'max_depth': 15, 'n_estimators': 10}",0.5,0.0
125,"{'bootstrap': False, 'ccp_alpha': 0.75, 'max_depth': 15, 'n_estimators': 50}",0.5,0.0
126,"{'bootstrap': False, 'ccp_alpha': 0.75, 'max_depth': 15, 'n_estimators': 100}",0.5,0.0
127,"{'bootstrap': False, 'ccp_alpha': 0.75, 'max_depth': 15, 'n_estimators': 200}",0.5,0.0
